70,104,29
57,111,22
56,10E,-3
56,10C,736
68,10D,4
57,104,28
56,111,21
57,10C,729
68,10D,3
70,104,27
55,111,21
57,10B,50
57,10C,728
67,10D,2
70,104,27
56,111,21
58,110,5
56,10C,728
67,10D,1
70,104,25
56,111,21
59,10E,3
53,10C,722
71,10D,0
66,104,26
58,111,21
55,10C,712
69,10D,0
56,104,25
57,111,21
55,10B,48
59,10C,706
67,10D,0
58,104,25
54,111,21
57,110,5
56,10C,701
70,10D,0
56,104,27
57,111,21
55,10E,3
59,10C,706
78,10D,0
58,104,26
55,111,21
75,10C,725
76,10D,0
56,104,23
56,111,21
61,10B,46
52,10C,741
70,10D,0
55,104,23
56,111,21
56,110,5
59,10C,808
73,10D,0
56,104,23
57,111,21
55,10E,18
58,10C,787
67,10D,0
57,104,43
56,111,31
63,10C,626
75,10D,0
57,104,46
56,111,26
